feature_id,rank,token_text,active_occurrences,activation_sum,mean_activation
1287,10,/,88,357.3781408071518,4.061115236444906
1287,11,and,127,345.7854859828949,2.7227203620700386
1287,12,[',142,332.4831829071045,2.341430865542989
1287,13,multiple,106,316.08098447322845,2.9818960799361176
1287,14,=,134,274.9584758281708,2.0519289240908267
1287,15,be,95,253.3261203765869,2.666590740806178
1287,16,specified,96,238.66327512264252,2.4860757825275264
1287,17,an,79,236.15951466560364,2.9893609451342233
1287,18,2,76,215.21782004833221,2.8318134216885817
1287,19,in,67,204.07319915294647,3.045868644073828
1287,20,each,85,196.66282641887665,2.3136803108103137
1287,21,with,56,189.90382730960846,3.3911397733858655
1287,22,,84,183.33771097660065,2.182591797340484
1287,23,is,59,176.08348333835602,2.98446581929417
1287,24,^\,81,168.44877910614014,2.0796145568659274
1287,25,not,66,162.04463052749634,2.4552216746590356
1287,26,://,37,161.70637774467468,4.370442641747965
1287,27,from,49,154.4217188358307,3.1514636497108306
1287,28,common,45,152.25083696842194,3.3833519326315984
1287,29,isy,37,139.5512707233429,3.771655965495754
1287,30,',64,137.84174466133118,2.1537772603332996
4966,1,:,1089,5634.819032430649,5.174305814904177
4966,2,"
",1773,5390.3563911914825,3.040246131523679
4966,3,):,620,3969.4351248145103,6.402314717442759
4966,4,0,419,3719.8241616487503,8.877861960975538
4966,5,None,486,3177.3110909461975,6.537677141864604
4966,6,      ,803,1914.7271673679352,2.3844672071829827
4966,7,empty,314,1644.8680001497269,5.238433121495945
4966,8,in,298,1588.7580235004425,5.331402763424304
4966,9,),356,1200.7820483446121,3.372983281866888
4966,10,or,238,1160.1236591339111,4.874469156024837
4966,11,not,358,1158.5328991413116,3.2361254165958426
4966,12,,267,873.3300166130066,3.2708989386254927
4966,13,<,163,861.0665729045868,5.282617011684581
4966,14,==,215,653.5892785787582,3.039950132924457
4966,15,columns,110,578.4595792293549,5.258723447539589
4966,16,!=,186,568.8038213253021,3.058085060888721
4966,17,1,144,564.7245951890945,3.9216985777020454
4966,18,exists,173,562.0935982465744,3.249095943621817
4966,19,.,234,538.0722461342812,2.2994540433088937
4966,20,2,102,487.9215393066406,4.78354450300628
4966,21,if,196,423.4200790524483,2.160306525777797
4966,22,exist,101,371.95155185461044,3.682688632223866
4966,23,instance,194,362.2597046494484,1.8673180652033423
4966,24,is,176,354.2042947411537,2.0125244019383732
4966,25,else,95,351.20014357566833,3.6968436165859826
4966,26,len,162,338.5609145760536,2.089882188741072
4966,27,():,53,322.75859010219574,6.089784718909353
4966,28,(,153,297.98263531923294,1.9475989236551172
4966,29,missing,45,278.22752118110657,6.1828338040245905
4966,30,list,90,262.50881111621857,2.916764567957984
8764,1,_,2723,19039.19657790661,6.991992867391336
8764,2,:,207,1450.0440558195114,7.005043747920345
8764,3,ignore,28,1025.4952068328857,36.624828815460205
8764,4,transform,127,821.7011003494263,6.470087404326191
8764,5,-,161,629.8079376220703,3.9118505442364615
8764,6,',55,374.53053188323975,6.809646034240723
8764,7,include,28,342.2307131290436,12.222525468894414
8764,8,np,42,313.9977560043335,7.476137047722226
8764,9,reset,81,310.82732820510864,3.8373744222852917
8764,10,Ign,25,299.5543622970581,11.982174491882324
8764,11,RE,12,268.13880920410156,22.344900767008465
8764,12,ore,25,260.3653268814087,10.414613075256348
8764,13,s,43,212.8303985595703,4.949544152548147
8764,14,.,59,211.30446481704712,3.581431607068595
8764,15,NO,9,203.05377388000488,22.561530431111652
8764,16,for,25,198.22309029102325,7.92892361164093
8764,17,res,42,186.44666361808777,4.439206276621137
8764,18,SS,22,179.96120691299438,8.180054859681563
8764,19,of,23,148.3619875907898,6.450521199599557
8764,20,index,24,135.06832027435303,5.6278466780980425
8764,21,cl,20,130.6225847005844,6.531129235029221
8764,22,count,29,128.7773597240448,4.440598611173959
8764,23,handle,11,127.61025524139404,11.600932294672186
8764,24,sub,25,126.20074260234833,5.048029704093933
8764,25,to,19,113.81937456130981,5.990493397963674
8764,26,UM,16,106.83181142807007,6.676988214254379
8764,27,un,26,106.81721687316895,4.108354495121882
8764,28,test,30,102.64345407485962,3.4214484691619873
8764,29,c,17,100.92923748493195,5.937013969701879
8764,30,p,14,100.58536958694458,7.184669256210327
4672,1,directory,1074,15013.397517859936,13.978954858342584
4672,2,dictionary,447,6059.436574935913,13.555786521109425
4672,3,matrix,631,3332.823117494583,5.281811596663364
4672,4,_,855,3019.7694585323334,3.531894103546589
4672,5,integer,166,1370.2056736946106,8.254251046353076
