case_id,rank,feature_id,failure_pr_auc,failure_baseline,failure_normalized_effect,failure_null_mean,failure_null_sd,failure_effect_null_mean,failure_effect_null_sd,failure_effect_to_variability,success_pr_auc,success_baseline,success_normalized_effect,success_null_mean,success_null_sd,success_effect_null_mean,success_effect_null_sd,success_effect_to_variability,selected_direction,selected_pr_auc,selected_normalized_effect,selected_effect_to_variability,p_maxT,support_ok,activation_count,activation_proportion,unique_aggregated_values,mean,median,maximum,q05,q25,q75,q95,pass_mean,pass_median,pass_maximum,fail_mean,fail_median,fail_maximum
codellama_base_merged_layer16__b_codellama_merged__humanevalplus__layer16__evaluated_tokens,4,14672,0.805570488665458,0.8924050632911392,-0.8070507524033901,0.898020327091217,0.022332459688186646,0.052188973873853683,0.20756052434444427,-4.139706858956212,0.3496907192897437,0.10759493670886078,0.2712846357998546,0.13052137196063995,0.03551977872848511,0.025690648704767227,0.03980231657624245,6.170344045795558,high_activation_associated_with_success,0.3496907192897437,0.2712846357998546,6.170344045795558,1.0,True,158,1.0,158,2.9625930786132812,3.0088117122650146,3.9532580375671387,2.210540533065796,2.696012020111084,3.2407736778259277,3.616258382797241,3.2920725345611572,3.403926372528076,3.8472156524658203,2.9228687286376953,2.975055694580078,3.9532580375671387
codellama_base_merged_layer16__b_codellama_merged__humanevalplus__layer16__evaluated_tokens,5,14880,0.8252877615437515,0.8924050632911392,-0.6237960985933682,0.8975141644477844,0.02075766585767269,0.0474824532866478,0.19292417168617249,-3.4794942801256497,0.32118832436115996,0.10759493670886078,0.23934578190825015,0.13088704645633698,0.03358704224228859,0.02610037848353386,0.03763653337955475,5.665915116947443,high_activation_associated_with_success,0.32118832436115996,0.23934578190825015,5.665915116947443,1.0,True,158,1.0,158,4.066732406616211,4.5470380783081055,5.371222019195557,1.9920189380645752,3.4547994136810303,4.76429557800293,5.024695873260498,4.349215507507324,4.778054237365723,5.371222019195557,4.032672882080078,4.526378631591797,5.2409281730651855
codellama_base_merged_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,1,7011,0.8576991353768944,0.72910927456382,0.47469274042521337,0.7300085425376892,0.013023016974329948,0.0033191165421158075,0.04807480797171593,9.805002739905335,0.19074217580448896,0.27089072543618,-0.10992666315983818,0.27597492933273315,0.013871042989194393,0.0069732703268527985,0.019024647772312164,-6.1446569148482855,high_activation_associated_with_failure,0.8576991353768944,0.47469274042521337,9.805002739905335,0.004975124378109453,True,1089,1.0,1089,2.13277268409729,2.115809202194214,3.7626469135284424,1.5611350536346436,1.868362307548523,2.3492982387542725,2.8118748664855957,1.9519340991973877,1.9587881565093994,2.9486091136932373,2.1999616622924805,2.1727356910705566,3.7626469135284424
codellama_base_merged_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,2,4953,0.8450525683724031,0.72910927456382,0.4280076168052438,0.7306337952613831,0.01314846146851778,0.005627997685223818,0.04853788763284683,8.702060178535353,0.19658681926075905,0.27089072543618,-0.10191052119021837,0.27541103959083557,0.013909455388784409,0.006199875380843878,0.019077332690358162,-5.666955560601096,high_activation_associated_with_failure,0.8450525683724031,0.4280076168052438,8.702060178535353,0.004975124378109453,True,1089,1.0,1089,2.3363773822784424,2.2873635292053223,4.056925296783447,1.660302996635437,2.013782262802124,2.6301932334899902,3.17089581489563,2.140796661376953,2.105461835861206,3.3561525344848633,2.409043550491333,2.3512444496154785,4.056925296783447
codellama_base_merged_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,3,3089,0.8384938371550165,0.72910927456382,0.4037958937688574,0.7297451496124268,0.01299460418522358,0.002347315661609173,0.04796990379691124,8.368759291385055,0.19803410137346997,0.27089072543618,-0.09992552091220555,0.27624833583831787,0.013736876659095287,0.007348251529037952,0.018840624019503593,-5.693748377452623,high_activation_associated_with_failure,0.8384938371550165,0.4037958937688574,8.368759291385055,0.004975124378109453,True,1089,1.0,1087,2.081672191619873,2.0543270111083984,3.146040916442871,1.6155864000320435,1.8731580972671509,2.2805798053741455,2.595412254333496,1.9568250179290771,1.9367787837982178,2.6177756786346436,2.128056764602661,2.120022773742676,3.146040916442871
codellama_base_merged_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,4,5694,0.8400795275646036,0.72910927456382,0.40964951023001117,0.730283796787262,0.013287032954394817,0.004336217418313026,0.049049410969018936,8.263367180244144,0.1987099873592844,0.27089072543618,-0.09899851859664896,0.27581456303596497,0.014265044592320919,0.006753228139132261,0.019565029069781303,-5.405141303833663,high_activation_associated_with_failure,0.8400795275646036,0.40964951023001117,8.263367180244144,0.004975124378109453,True,1089,1.0,1089,2.223173141479492,2.19222354888916,4.069880485534668,1.611750602722168,1.9622485637664795,2.4383902549743652,2.9160420894622803,2.0576398372650146,2.0616307258605957,2.8962180614471436,2.284674644470215,2.2387242317199707,4.069880485534668
codellama_base_merged_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,5,15198,0.83155787289612,0.72910927456382,0.3781916053690669,0.7300615906715393,0.012651837430894375,0.0035157680977135897,0.046704575419425964,8.02225122285371,0.20284974495453098,0.27089072543618,-0.09332068985455386,0.27607259154319763,0.013422179967164993,0.007107122335582972,0.018409013748168945,-5.455360812043822,high_activation_associated_with_failure,0.83155787289612,0.3781916053690669,8.02225122285371,0.004975124378109453,True,1089,1.0,1089,2.1297805309295654,2.141350746154785,3.615015983581543,1.5360206365585327,1.8678152561187744,2.377440929412842,2.745361566543579,1.9947214126586914,2.0315358638763428,3.078714609146118,2.179962158203125,2.1778111457824707,3.615015983581543
codellama_base_merged_layer16__b_codellama_merged__bigcodebench__layer16__evaluated_tokens,1,1287,0.9743943029234194,0.9792256846081209,-0.23256514564085523,0.9794542193412781,0.003976380918174982,0.011001000180840492,0.1914084553718567,-1.2724941818714866,0.1120109753267615,0.020774315391879128,0.09317224963456165,0.02615613304078579,0.008896831423044205,0.005495989229530096,0.009085578843951225,9.650046729097784,high_activation_associated_with_success,0.1120109753267615,0.09317224963456165,9.650046729097784,1.0,True,1059,1.0,1059,2.4255497455596924,2.440688133239746,3.415540933609009,1.8679367303848267,2.2107772827148438,2.6456894874572754,2.957963705062866,2.430785894393921,2.4258532524108887,3.415540933609009,2.425438404083252,2.440819501876831,3.348621368408203
codellama_base_merged_layer16__b_codellama_merged__bigcodebench__layer16__evaluated_tokens,2,16105,0.9719376707782168,0.9792256846081209,-0.3508184839031097,0.9793393611907959,0.0014321340713649988,0.005497062113136053,0.06893771141767502,-5.168659340276411,0.11116724013116455,0.020774315391879128,0.09231061456017672,0.025215057656168938,0.008910199627280235,0.004534955136477947,0.009099229238927364,9.646493908317662,high_activation_associated_with_success,0.11116724013116455,0.09231061456017672,9.646493908317662,1.0,True,82,0.07743153918791312,83,0.060098495334386826,0.0,1.4151663780212402,0.0,0.0,0.0,0.6356439590454102,0.2399822175502777,0.0,1.4151663780212402,0.05628225579857826,0.0,1.3824857473373413
codellama_base_merged_layer16__b_codellama_merged__bigcodebench__layer16__evaluated_tokens,3,10921,0.964205706450942,0.9792256846081209,-0.7230071303842038,0.9789068698883057,0.0028817213606089354,-0.01534011960029602,0.13871559500694275,-5.101567785139723,0.12253862223443644,0.020774315391879128,0.10392324102822391,0.02705918252468109,0.0116107864305377,0.006418187636882067,0.01185710821300745,8.223341782811524,high_activation_associated_with_success,0.12253862223443644,0.10392324102822391,8.223341782811524,1.0,True,224,0.21152030217186024,225,0.09433341026306152,0.0,1.2090846300125122,0.0,0.0,0.0,0.5845811367034912,0.32866284251213074,0.2611275315284729,1.2090846300125122,0.08936209976673126,0.0,0.9120115041732788
codellama_base_merged_layer16__b_codellama_merged__bigcodebench__layer16__evaluated_tokens,4,11476,0.9737946161656673,0.9792256846081209,-0.2614318854799235,0.9793708324432373,0.0010970336152240634,0.0069561246782541275,0.05280720815062523,-5.082412412196421,0.07174963051455727,0.020774315391879128,0.05205675864504932,0.02407814934849739,0.006097809877246618,0.0033739099744707346,0.0062271771021187305,7.817803777254828,high_activation_associated_with_success,0.07174963051455727,0.05205675864504932,7.817803777254828,1.0,True,58,0.05476864966949953,59,0.04497803747653961,0.0,1.4286439418792725,0.0,0.0,0.0,0.20312722027301788,0.26552751660346985,0.0,1.408907413482666,0.04029906913638115,0.0,1.4286439418792725
codellama_base_merged_layer16__b_codellama_merged__bigcodebench__layer16__evaluated_tokens,5,11764,0.9683014655966734,0.9792256846081209,-0.5258521787783123,0.9791905879974365,0.004532327875494957,-0.001691248151473701,0.21816980838775635,-2.402536512729753,0.09625893628765363,0.020774315391879128,0.07708603040368871,0.026647323742508888,0.010129332542419434,0.005997610744088888,0.010344227775931358,6.872279033240765,high_activation_associated_with_success,0.09625893628765363,0.07708603040368871,6.872279033240765,1.0,True,1059,1.0,1059,1.5678681135177612,1.0972012281417847,7.8162336349487305,0.7724170088768005,0.9632840156555176,1.2663159370422363,5.943625450134277,2.6809167861938477,1.0763319730758667,7.8162336349487305,1.5442545413970947,1.0972695350646973,7.505539894104004
